ID,TYPE,USER,GENDER,AGE,name
3171,2,3171,MALE,41,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003171_2_003171_MALE_41.jpg
3171,4,3171,MALE,41,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003171_4_003171_MALE_41.jpg
3172,2,3172,NONE,19,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003172_2_003172_NONE_19.jpg
3173,1,3173,MALE,22,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003173_1_003173_MALE_22.jpg
3173,3,3173,MALE,22,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003173_3_003173_MALE_22.jpg
3173,4,3173,MALE,22,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003173_4_003173_MALE_22.jpg
3174,1,3174,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003174_1_003174_MALE_23.jpg
3174,2,3174,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003174_2_003174_MALE_23.jpg
3174,3,3174,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003174_3_003174_MALE_23.jpg
3174,4,3174,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003174_4_003174_MALE_23.jpg
3175,1,3175,MALE,19,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003175_1_003175_MALE_19.jpg
3176,2,3176,FEMALE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003176_2_003176_FEMALE_20.jpg
3176,3,3176,FEMALE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003176_3_003176_FEMALE_20.jpg
3177,2,3177,FEMALE,40,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003177_2_003177_FEMALE_40.jpg
3177,3,3177,FEMALE,40,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003177_3_003177_FEMALE_40.jpg
3177,4,3177,FEMALE,40,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003177_4_003177_FEMALE_40.jpg
3178,1,3178,FEMALE,31,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003178_1_003178_FEMALE_31.jpg
3178,2,3178,FEMALE,31,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003178_2_003178_FEMALE_31.jpg
3178,3,3178,FEMALE,31,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003178_3_003178_FEMALE_31.jpg
3179,1,3179,FEMALE,28,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003179_1_003179_FEMALE_28.jpg
3179,2,3179,FEMALE,28,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003179_2_003179_FEMALE_28.jpg
3179,3,3179,FEMALE,28,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003179_3_003179_FEMALE_28.jpg
3179,4,3179,FEMALE,28,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003179_4_003179_FEMALE_28.jpg
3180,1,3180,FEMALE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003180_1_003180_FEMALE_29.jpg
3180,4,3180,FEMALE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003180_4_003180_FEMALE_29.jpg
3181,1,3181,NONE,24,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003181_1_003181_NONE_24.jpg
3181,3,3181,NONE,24,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003181_3_003181_NONE_24.jpg
3181,4,3181,NONE,24,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003181_4_003181_NONE_24.jpg
3182,1,3182,NONE,32,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003182_1_003182_NONE_32.jpg
3182,3,3182,NONE,32,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003182_3_003182_NONE_32.jpg
3183,1,3183,MALE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003183_1_003183_MALE_25.jpg
3183,2,3183,MALE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003183_2_003183_MALE_25.jpg
3183,4,3183,MALE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003183_4_003183_MALE_25.jpg
3184,1,3184,NONE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003184_1_003184_NONE_21.jpg
3185,1,3185,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003185_1_003185_NONE_20.jpg
3185,2,3185,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003185_2_003185_NONE_20.jpg
3186,1,3186,NONE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003186_1_003186_NONE_21.jpg
3186,4,3186,NONE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003186_4_003186_NONE_21.jpg
3187,1,3187,MALE,22,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003187_1_003187_MALE_22.jpg
3187,3,3187,MALE,22,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003187_3_003187_MALE_22.jpg
3187,4,3187,MALE,22,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003187_4_003187_MALE_22.jpg
3188,2,3188,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003188_2_003188_MALE_23.jpg
3188,3,3188,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003188_3_003188_MALE_23.jpg
3188,4,3188,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003188_4_003188_MALE_23.jpg
3189,1,3189,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003189_1_003189_NONE_20.jpg
3189,2,3189,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003189_2_003189_NONE_20.jpg
3190,1,3190,NONE,22,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003190_1_003190_NONE_22.jpg
3190,4,3190,NONE,22,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003190_4_003190_NONE_22.jpg
3191,1,3191,MALE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003191_1_003191_MALE_20.jpg
3192,1,3192,NONE,28,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003192_1_003192_NONE_28.jpg
3192,2,3192,NONE,28,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003192_2_003192_NONE_28.jpg
3192,3,3192,NONE,28,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003192_3_003192_NONE_28.jpg
3193,2,3193,FEMALE,39,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003193_2_003193_FEMALE_39.jpg
3193,4,3193,FEMALE,39,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003193_4_003193_FEMALE_39.jpg
3194,1,3194,MALE,19,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003194_1_003194_MALE_19.jpg
3194,2,3194,MALE,19,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003194_2_003194_MALE_19.jpg
3194,3,3194,MALE,19,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003194_3_003194_MALE_19.jpg
3194,4,3194,MALE,19,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003194_4_003194_MALE_19.jpg
3195,1,3195,MALE,22,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003195_1_003195_MALE_22.jpg
3195,2,3195,MALE,22,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003195_2_003195_MALE_22.jpg
3195,3,3195,MALE,22,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003195_3_003195_MALE_22.jpg
3196,1,3196,NONE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003196_1_003196_NONE_25.jpg
3196,2,3196,NONE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003196_2_003196_NONE_25.jpg
3196,3,3196,NONE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003196_3_003196_NONE_25.jpg
3196,4,3196,NONE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003196_4_003196_NONE_25.jpg
3197,1,3197,MALE,32,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003197_1_003197_MALE_32.jpg
3197,2,3197,MALE,32,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003197_2_003197_MALE_32.jpg
3197,3,3197,MALE,32,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003197_3_003197_MALE_32.jpg
3198,3,3198,NONE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003198_3_003198_NONE_21.jpg
3198,4,3198,NONE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003198_4_003198_NONE_21.jpg
3199,1,3199,NONE,27,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003199_1_003199_NONE_27.jpg
3199,2,3199,NONE,27,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003199_2_003199_NONE_27.jpg
3199,3,3199,NONE,27,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003199_3_003199_NONE_27.jpg
3200,1,3200,MALE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003200_1_003200_MALE_29.jpg
3200,2,3200,MALE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003200_2_003200_MALE_29.jpg
3200,3,3200,MALE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003200_3_003200_MALE_29.jpg
3201,1,3201,FEMALE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003201_1_003201_FEMALE_21.jpg
3201,2,3201,FEMALE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003201_2_003201_FEMALE_21.jpg
3202,4,3202,MALE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003202_4_003202_MALE_29.jpg
3203,2,3203,NONE,32,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003203_2_003203_NONE_32.jpg
3203,3,3203,NONE,32,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003203_3_003203_NONE_32.jpg
3204,1,3204,NONE,18,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003204_1_003204_NONE_18.jpg
3205,1,3205,MALE,22,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003205_1_003205_MALE_22.jpg
3205,3,3205,MALE,22,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003205_3_003205_MALE_22.jpg
3205,4,3205,MALE,22,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003205_4_003205_MALE_22.jpg
3206,2,3206,NONE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003206_2_003206_NONE_25.jpg
3206,3,3206,NONE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003206_3_003206_NONE_25.jpg
3207,1,3207,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003207_1_003207_NONE_20.jpg
3207,4,3207,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003207_4_003207_NONE_20.jpg
3208,1,3208,FEMALE,37,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003208_1_003208_FEMALE_37.jpg
3208,3,3208,FEMALE,37,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003208_3_003208_FEMALE_37.jpg
3209,1,3209,NONE,37,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003209_1_003209_NONE_37.jpg
3209,3,3209,NONE,37,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003209_3_003209_NONE_37.jpg
3210,2,3210,NONE,34,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003210_2_003210_NONE_34.jpg
3211,2,3211,FEMALE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003211_2_003211_FEMALE_21.jpg
3211,4,3211,FEMALE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003211_4_003211_FEMALE_21.jpg
3212,2,3212,MALE,34,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003212_2_003212_MALE_34.jpg
3212,3,3212,MALE,34,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003212_3_003212_MALE_34.jpg
3212,4,3212,MALE,34,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003212_4_003212_MALE_34.jpg
3213,1,3213,MALE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003213_1_003213_MALE_21.jpg
3213,4,3213,MALE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003213_4_003213_MALE_21.jpg
3214,1,3214,NONE,32,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003214_1_003214_NONE_32.jpg
3214,2,3214,NONE,32,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003214_2_003214_NONE_32.jpg
3214,3,3214,NONE,32,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003214_3_003214_NONE_32.jpg
3214,4,3214,NONE,32,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003214_4_003214_NONE_32.jpg
3215,3,3215,NONE,19,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003215_3_003215_NONE_19.jpg
3216,1,3216,NONE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003216_1_003216_NONE_25.jpg
3217,1,3217,MALE,24,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003217_1_003217_MALE_24.jpg
3217,2,3217,MALE,24,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003217_2_003217_MALE_24.jpg
3217,3,3217,MALE,24,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003217_3_003217_MALE_24.jpg
3218,1,3218,NONE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003218_1_003218_NONE_23.jpg
3218,4,3218,NONE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003218_4_003218_NONE_23.jpg
3219,2,3219,MALE,37,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003219_2_003219_MALE_37.jpg
3219,3,3219,MALE,37,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003219_3_003219_MALE_37.jpg
3219,4,3219,MALE,37,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003219_4_003219_MALE_37.jpg
3220,1,3220,MALE,32,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003220_1_003220_MALE_32.jpg
3220,3,3220,MALE,32,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003220_3_003220_MALE_32.jpg
3220,4,3220,MALE,32,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003220_4_003220_MALE_32.jpg
3221,2,3221,NONE,27,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003221_2_003221_NONE_27.jpg
3222,1,3222,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003222_1_003222_NONE_20.jpg
3222,2,3222,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003222_2_003222_NONE_20.jpg
3222,4,3222,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003222_4_003222_NONE_20.jpg
3223,1,3223,MALE,19,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003223_1_003223_MALE_19.jpg
3223,3,3223,MALE,19,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003223_3_003223_MALE_19.jpg
3223,4,3223,MALE,19,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003223_4_003223_MALE_19.jpg
3224,1,3224,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003224_1_003224_NONE_20.jpg
3224,2,3224,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003224_2_003224_NONE_20.jpg
3224,4,3224,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003224_4_003224_NONE_20.jpg
3225,1,3225,NONE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003225_1_003225_NONE_25.jpg
3225,4,3225,NONE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003225_4_003225_NONE_25.jpg
3226,4,3226,NONE,18,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003226_4_003226_NONE_18.jpg
3227,2,3227,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003227_2_003227_MALE_23.jpg
3227,3,3227,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003227_3_003227_MALE_23.jpg
3227,4,3227,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003227_4_003227_MALE_23.jpg
3228,1,3228,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003228_1_003228_NONE_20.jpg
3228,2,3228,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003228_2_003228_NONE_20.jpg
3229,2,3229,MALE,31,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003229_2_003229_MALE_31.jpg
3229,4,3229,MALE,31,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003229_4_003229_MALE_31.jpg
3230,1,3230,FEMALE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003230_1_003230_FEMALE_29.jpg
3230,2,3230,FEMALE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003230_2_003230_FEMALE_29.jpg
3230,4,3230,FEMALE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003230_4_003230_FEMALE_29.jpg
3232,1,3232,MALE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003232_1_003232_MALE_21.jpg
3232,2,3232,MALE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003232_2_003232_MALE_21.jpg
3232,4,3232,MALE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003232_4_003232_MALE_21.jpg
3233,1,3233,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003233_1_003233_MALE_23.jpg
3233,3,3233,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003233_3_003233_MALE_23.jpg
3234,1,3234,NONE,34,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003234_1_003234_NONE_34.jpg
3234,2,3234,NONE,34,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003234_2_003234_NONE_34.jpg
3234,3,3234,NONE,34,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003234_3_003234_NONE_34.jpg
3234,4,3234,NONE,34,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003234_4_003234_NONE_34.jpg
3235,1,3235,NONE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003235_1_003235_NONE_21.jpg
3235,2,3235,NONE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003235_2_003235_NONE_21.jpg
3235,3,3235,NONE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003235_3_003235_NONE_21.jpg
3235,4,3235,NONE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003235_4_003235_NONE_21.jpg
3236,4,3236,MALE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003236_4_003236_MALE_29.jpg
3237,3,3237,MALE,38,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003237_3_003237_MALE_38.jpg
3238,1,3238,MALE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003238_1_003238_MALE_29.jpg
3238,2,3238,MALE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003238_2_003238_MALE_29.jpg
3238,3,3238,MALE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003238_3_003238_MALE_29.jpg
3238,4,3238,MALE,29,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003238_4_003238_MALE_29.jpg
3239,2,3239,MALE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003239_2_003239_MALE_25.jpg
3239,3,3239,MALE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003239_3_003239_MALE_25.jpg
3240,1,3240,NONE,41,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003240_1_003240_NONE_41.jpg
3240,2,3240,NONE,41,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003240_2_003240_NONE_41.jpg
3240,3,3240,NONE,41,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003240_3_003240_NONE_41.jpg
3240,4,3240,NONE,41,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003240_4_003240_NONE_41.jpg
3241,2,3241,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003241_2_003241_NONE_20.jpg
3241,3,3241,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003241_3_003241_NONE_20.jpg
3241,4,3241,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003241_4_003241_NONE_20.jpg
3242,2,3242,MALE,30,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003242_2_003242_MALE_30.jpg
3242,3,3242,MALE,30,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003242_3_003242_MALE_30.jpg
3243,1,3243,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003243_1_003243_NONE_20.jpg
3243,2,3243,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003243_2_003243_NONE_20.jpg
3243,3,3243,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003243_3_003243_NONE_20.jpg
3244,2,3244,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003244_2_003244_NONE_20.jpg
3244,3,3244,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003244_3_003244_NONE_20.jpg
3244,4,3244,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003244_4_003244_NONE_20.jpg
3245,2,3245,NONE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003245_2_003245_NONE_21.jpg
3245,3,3245,NONE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003245_3_003245_NONE_21.jpg
3245,4,3245,NONE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003245_4_003245_NONE_21.jpg
3246,1,3246,FEMALE,41,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003246_1_003246_FEMALE_41.jpg
3246,2,3246,FEMALE,41,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003246_2_003246_FEMALE_41.jpg
3247,1,3247,NONE,26,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003247_1_003247_NONE_26.jpg
3247,2,3247,NONE,26,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003247_2_003247_NONE_26.jpg
3247,3,3247,NONE,26,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003247_3_003247_NONE_26.jpg
3247,4,3247,NONE,26,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003247_4_003247_NONE_26.jpg
3248,1,3248,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003248_1_003248_MALE_23.jpg
3248,2,3248,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003248_2_003248_MALE_23.jpg
3248,4,3248,MALE,23,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003248_4_003248_MALE_23.jpg
3249,1,3249,NONE,31,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003249_1_003249_NONE_31.jpg
3249,3,3249,NONE,31,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003249_3_003249_NONE_31.jpg
3250,2,3250,NONE,32,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003250_2_003250_NONE_32.jpg
3250,3,3250,NONE,32,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003250_3_003250_NONE_32.jpg
3250,4,3250,NONE,32,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003250_4_003250_NONE_32.jpg
3251,1,3251,MALE,36,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003251_1_003251_MALE_36.jpg
3251,3,3251,MALE,36,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003251_3_003251_MALE_36.jpg
3252,1,3252,MALE,30,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003252_1_003252_MALE_30.jpg
3252,2,3252,MALE,30,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003252_2_003252_MALE_30.jpg
3252,4,3252,MALE,30,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003252_4_003252_MALE_30.jpg
3253,1,3253,MALE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003253_1_003253_MALE_25.jpg
3253,2,3253,MALE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003253_2_003253_MALE_25.jpg
3253,4,3253,MALE,25,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003253_4_003253_MALE_25.jpg
3254,1,3254,NONE,24,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003254_1_003254_NONE_24.jpg
3254,3,3254,NONE,24,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003254_3_003254_NONE_24.jpg
3254,4,3254,NONE,24,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003254_4_003254_NONE_24.jpg
3255,1,3255,NONE,18,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003255_1_003255_NONE_18.jpg
3255,3,3255,NONE,18,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003255_3_003255_NONE_18.jpg
3255,4,3255,NONE,18,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003255_4_003255_NONE_18.jpg
3256,2,3256,FEMALE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003256_2_003256_FEMALE_20.jpg
3256,4,3256,FEMALE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003256_4_003256_FEMALE_20.jpg
3257,1,3257,MALE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003257_1_003257_MALE_21.jpg
3257,3,3257,MALE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003257_3_003257_MALE_21.jpg
3257,4,3257,MALE,21,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003257_4_003257_MALE_21.jpg
3258,2,3258,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003258_2_003258_NONE_20.jpg
3258,3,3258,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003258_3_003258_NONE_20.jpg
3258,4,3258,NONE,20,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003258_4_003258_NONE_20.jpg
3259,1,3259,FEMALE,22,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003259_1_003259_FEMALE_22.jpg
3259,3,3259,FEMALE,22,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003259_3_003259_FEMALE_22.jpg
3260,2,3260,MALE,33,s3://pguevara-bdcc2022/mask_project/medical-masks-part1/images/003260_2_003260_MALE_33.jpg
